latitude,longitude
48.81339,2.40666
48.81338,2.41518
48.81336,2.42371
48.81335,2.43224
48.80795,2.21905
48.80795,2.22758
48.80795,2.23610
48.80795,2.24463
48.80794,2.25316
48.80794,2.26168
48.80793,2.27021
48.80793,2.27874
48.80792,2.28726
48.80792,2.29579
48.80791,2.30432
48.80790,2.31284
48.80789,2.32137
48.80788,2.32989
48.80787,2.33842
48.80786,2.34695
48.80785,2.35547
48.80784,2.36400
48.80783,2.37253
48.80782,2.38105
48.80780,2.38958
48.80779,2.39811
48.80778,2.40663
48.80776,2.41516
48.80775,2.42369
48.80773,2.43221
48.80234,2.21905
48.80234,2.22757
48.80233,2.23610
48.80233,2.24462
48.80233,2.25315
48.80232,2.26168
48.80232,2.27020
48.80231,2.27873
48.80231,2.28725
48.80230,2.29578
48.80229,2.30430
48.80229,2.31283
48.80228,2.32136
48.80227,2.32988
48.80226,2.33841
48.80225,2.34693
48.80224,2.35546
48.80223,2.36398
48.80222,2.37251
48.80220,2.38104
48.80219,2.38956
48.80218,2.39809
48.80216,2.40661
48.80215,2.41514
48.80213,2.42366
48.80211,2.43219
