TEBZ_1,TEBZ_2,TEBZ_3,TEBZ_4,TEBZ_5,TEBZ_6,ZS,THT_1,THT_2,THT_3,THT_4,THT_5,THT_6,THT_7,THT_8,THT_9,THT_10,THT_11,THT_12,THT_13,THT_14,THT_15,THT_16,THT_17,THT_18,THT_19,THT_20,THT_21,THT_22,THT_23,THT_24,THT_25,THT_26,THT_27,THT_28,THT_29,THT_30,THT_31,THT_32,TEB_1,TEB_2,TEB_3,TEB_4,TEB_5,TEB_6,latitude,longitude,X,Y
0.500000000000000,2.000000000000000,4.000000000000000,6.500000000000000,10.000000000000000,36.749910000000000,38.538960000000003,296.197270000000003,296.197270000000003,296.787170000000003,299.443710000000010,302.825010000000020,304.942160000000001,305.659179999999992,306.414949999999976,306.796269999999993,306.993800000000022,307.233290000000011,308.428740000000005,309.113139999999987,309.520590000000027,310.223540000000014,312.073269999999980,315.656839999999988,319.698100000000011,322.901079999999979,325.056190000000015,327.077699999999993,328.609010000000012,330.297489999999982,332.048429999999996,333.711619999999982,335.397100000000023,337.538850000000025,341.182070000000010,348.244579999999985,359.195400000000006,371.198539999999980,371.198539999999980,298.047689999999989,297.808580000000006,297.670219999999972,297.540619999999990,297.079929999999990,297.419379999999990,48.914639999999999,2.231900000000000,643705.296,6868568.020
0.500000000000000,2.000000000000000,4.000000000000000,6.500000000000000,10.000000000000000,36.473720000000000,39.878900000000002,296.185339999999997,296.185339999999997,296.799559999999985,299.514070000000004,302.848709999999983,304.966029999999989,305.685900000000004,306.421150000000011,306.796460000000025,306.988569999999982,307.244550000000004,308.432029999999997,309.110520000000008,309.519110000000012,310.224429999999984,312.076239999999984,315.664210000000026,319.715509999999995,322.896099999999990,325.063289999999995,327.080939999999998,328.613740000000007,330.296870000000013,332.057819999999992,333.707730000000026,335.392440000000022,337.535450000000026,341.183499999999981,348.228439999999978,359.200739999999996,371.210500000000025,371.210500000000025,297.968880000000013,297.762270000000001,297.632209999999986,297.502250000000004,297.054869999999994,297.388160000000028,48.914639999999999,2.240450000000000,644331.913,6868561.958
0.500000000000000,2.000000000000000,4.000000000000000,6.500000000000000,10.000000000000000,37.367910000000002,40.996099999999998,296.186489999999992,296.186489999999992,296.788160000000005,299.527919999999995,302.785050000000012,304.974240000000009,305.721119999999985,306.434730000000002,306.803229999999985,306.979609999999980,307.252079999999978,308.425860000000000,309.102629999999976,309.517620000000022,310.227790000000027,312.084720000000004,315.687189999999987,319.731350000000020,322.881460000000004,325.079650000000015,327.081840000000000,328.607700000000023,330.307479999999998,332.061329999999998,333.713829999999973,335.395930000000021,337.523270000000025,341.185260000000028,348.217049999999972,359.201090000000022,371.218939999999975,371.218939999999975,297.953970000000027,297.747040000000027,297.627920000000017,297.519610000000000,297.045110000000022,297.390969999999982,48.914639999999999,2.248990000000000,644957.799,6868555.972
0.500000000000000,2.000000000000000,4.000000000000000,7.113750000000000,19.199590000000001,39.143770000000004,40.853569999999998,296.209549999999979,296.209549999999979,296.692490000000021,299.520359999999982,302.734620000000007,304.956070000000011,305.741199999999992,306.471639999999979,306.808699999999988,306.971299999999985,307.253800000000012,308.420360000000016,309.097010000000012,309.517789999999991,310.231580000000008,312.091430000000003,315.699140000000000,319.728589999999997,322.884490000000028,325.089740000000006,327.075359999999989,328.585879999999975,330.339110000000005,332.056710000000010,333.691399999999987,335.397730000000024,337.513509999999997,341.199650000000020,348.233639999999980,359.170070000000010,371.218799999999987,371.218799999999987,297.939649999999972,297.745549999999980,297.643739999999980,297.531679999999994,297.069650000000024,297.305780000000027,48.914630000000002,2.257540000000000,645584.407,6868548.934
0.500000000000000,2.000000000000000,4.000000000000000,7.075000000000000,19.122640000000001,39.067909999999998,39.940260000000002,296.215610000000027,296.215610000000027,296.531479999999988,299.535919999999976,302.731789999999990,304.980840000000001,305.772800000000018,306.493820000000028,306.811519999999973,306.970349999999996,307.231679999999983,308.412190000000010,309.085840000000019,309.518239999999992,310.236089999999990,312.090329999999994,315.696370000000002,319.730380000000025,322.879390000000001,325.101389999999981,327.055859999999996,328.585820000000012,330.364070000000027,332.064709999999991,333.670799999999986,335.351270000000000,337.488009999999974,341.214900000000000,348.274659999999983,359.130820000000028,371.214310000000012,371.214310000000012,297.951090000000022,297.760769999999980,297.661330000000021,297.551989999999989,297.084519999999998,297.322799999999972,48.914630000000002,2.266080000000000,646210.293,6868543.082
0.500000000000000,2.000000000000000,4.000000000000000,7.763750000000000,20.501989999999999,40.450960000000002,37.222239999999999,296.202549999999974,296.202549999999974,296.454990000000009,299.386210000000005,302.651079999999979,304.983380000000011,305.784409999999980,306.532939999999996,306.812850000000026,306.985950000000003,307.201279999999997,308.407590000000027,309.080139999999972,309.517089999999996,310.235400000000027,312.088660000000004,315.692520000000002,319.724730000000022,322.868400000000008,325.112630000000024,327.035910000000001,328.589659999999981,330.367770000000007,332.090970000000027,333.681269999999984,335.332789999999989,337.437999999999988,341.196669999999983,348.289580000000001,359.125749999999982,371.210550000000012,371.210550000000012,298.289409999999975,297.992439999999988,297.835120000000018,297.633930000000021,297.097719999999981,297.351830000000007,48.914619999999999,2.274620000000000,646836.170,6868536.187
0.500000000000000,2.000000000000000,4.000000000000000,7.004170000000000,18.985430000000001,38.939630000000001,33.663469999999997,296.166470000000004,296.166470000000004,296.313499999999976,299.336500000000001,302.540079999999989,304.901180000000011,305.764049999999997,306.543020000000013,306.810720000000003,307.022600000000011,307.172390000000007,308.405689999999993,309.071030000000007,309.516279999999995,310.228630000000010,312.081999999999994,315.684689999999989,319.716990000000010,322.858240000000023,325.116019999999992,327.032480000000021,328.592640000000017,330.345489999999984,332.115319999999997,333.706909999999993,335.339409999999987,337.422010000000000,341.162930000000017,348.261210000000005,359.143590000000017,371.214330000000018,371.214330000000018,298.241210000000024,297.963189999999997,297.799269999999979,297.620990000000006,297.096429999999998,297.349800000000016,48.914619999999999,2.283170000000000,647462.791,6868530.464
0.500000000000000,2.000000000000000,4.000000000000000,7.600000000000000,20.177859999999999,40.133569999999999,32.637500000000003,296.140179999999987,296.140179999999987,296.320260000000019,299.392260000000022,302.492889999999989,304.853850000000023,305.716029999999989,306.548290000000009,306.810510000000022,307.031310000000019,307.155439999999999,308.393559999999979,309.064309999999978,309.513629999999978,310.229579999999999,312.082339999999988,315.686449999999979,319.718349999999987,322.852629999999976,325.119419999999991,327.040840000000003,328.600630000000024,330.302849999999978,332.126309999999989,333.718740000000025,335.354699999999980,337.434199999999976,341.152960000000007,348.234980000000007,359.150199999999984,371.226639999999975,371.226639999999975,298.392420000000016,298.051300000000026,297.866960000000006,297.640620000000013,297.080019999999990,297.340959999999995,48.914610000000003,2.291710000000000,648088.670,6868523.704
0.500000000000000,2.000000000000000,4.000000000000000,7.546670000000000,20.072170000000000,40.029859999999999,31.183119999999999,296.090390000000014,296.090390000000014,296.300970000000007,299.424289999999985,302.417520000000025,304.758590000000027,305.692020000000014,306.547979999999995,306.811440000000005,307.032300000000021,307.162410000000023,308.393759999999986,309.049930000000018,309.513550000000009,310.236870000000010,312.082229999999981,315.689380000000028,319.725489999999979,322.839960000000019,325.135339999999985,327.053009999999972,328.610709999999983,330.273790000000020,332.124059999999986,333.701630000000023,335.357129999999984,337.437410000000000,341.147150000000011,348.223459999999989,359.148709999999994,371.229170000000011,371.229170000000011,298.241629999999986,297.918349999999975,297.759270000000015,297.571489999999983,297.044339999999977,297.295509999999979,48.914600000000000,2.300260000000000,648715.282,6868517.005
0.500000000000000,2.000000000000000,4.000000000000000,7.867500000000000,20.714540000000000,40.673609999999996,30.169160000000002,296.082620000000020,296.082620000000020,296.365150000000028,299.433019999999999,302.376309999999989,304.689540000000022,305.635969999999986,306.542169999999999,306.821140000000014,307.044289999999990,307.201529999999991,308.400899999999979,309.048330000000021,309.514180000000010,310.240409999999997,312.080539999999985,315.688400000000001,319.736809999999991,322.836459999999988,325.144049999999993,327.075980000000015,328.620859999999993,330.248429999999985,332.112189999999998,333.680079999999975,335.345719999999972,337.433429999999987,341.136950000000013,348.215550000000007,359.150280000000009,371.233850000000018,371.233850000000018,298.171359999999993,297.842170000000010,297.699990000000014,297.544010000000014,297.046499999999980,297.290489999999977,48.914600000000000,2.308800000000000,649341.172,6868511.492
