latitude,longitude,X,Y
48.911830000000002,2.231900000000000,643702.257,6868255.561
48.911830000000002,2.240450000000000,644328.908,6868249.499
48.911830000000002,2.248990000000000,644954.827,6868243.512
48.911819999999999,2.257530000000000,645580.736,6868236.480
48.911819999999999,2.266080000000000,646207.389,6868230.622
48.911810000000003,2.274620000000000,646833.300,6868223.726
48.911810000000003,2.283160000000000,647459.221,6868218.009
48.911799999999999,2.291710000000000,648085.867,6868211.242
48.911799999999999,2.300250000000000,648711.790,6868205.662
48.911790000000003,2.308800000000000,649338.437,6868199.030
48.911780000000000,2.317340000000000,649964.351,6868192.473
48.911769999999997,2.325880000000000,650590.267,6868185.983
48.911760000000001,2.334430000000000,651216.916,6868179.555
48.911749999999998,2.342970000000000,651842.833,6868173.201
48.911740000000002,2.351510000000000,652468.751,6868166.914
48.911729999999999,2.360060000000000,653095.403,6868160.690
48.911720000000003,2.368600000000000,653721.323,6868154.539
48.911709999999999,2.377140000000000,654347.243,6868148.456
48.911690000000000,2.385690000000000,654973.888,6868141.322
48.911679999999997,2.394230000000000,655599.810,6868135.374
48.911670000000001,2.402780000000000,656226.466,6868129.489
48.911650000000002,2.411320000000000,656852.381,6868122.564
48.911639999999998,2.419860000000000,657478.306,6868116.820
48.911619999999999,2.428410000000000,658104.956,6868110.026
48.906219999999998,2.231900000000000,643696.188,6867631.756
48.906219999999998,2.240440000000000,644322.174,6867625.701
48.906210000000002,2.248980000000000,644948.150,6867618.601
48.906210000000002,2.257530000000000,645574.870,6867612.674
48.906199999999998,2.266070000000000,646200.848,6867605.710
48.906199999999998,2.274610000000000,646826.836,6867599.925
48.906190000000002,2.283160000000000,647453.548,6867593.089
48.906190000000002,2.291700000000000,648079.538,6867587.440
48.906179999999999,2.300240000000000,648705.519,6867580.747
48.906170000000003,2.308780000000000,649331.500,6867574.121
48.906170000000003,2.317330000000000,649958.225,6867568.669
48.906160000000000,2.325870000000000,650584.208,6867562.178
48.906149999999997,2.334410000000000,651210.192,6867555.756
48.906140000000001,2.342950000000000,651836.177,6867549.401
48.906129999999997,2.351500000000000,652462.895,6867543.108
48.906120000000001,2.360040000000000,653088.881,6867536.888
48.906100000000002,2.368580000000000,653714.859,6867529.625
48.906089999999999,2.377130000000000,654341.580,6867523.535
48.906080000000003,2.385670000000000,654967.569,6867517.519
48.906070000000000,2.394210000000000,655593.559,6867511.570
48.906050000000000,2.402750000000000,656219.540,6867504.578
48.906039999999997,2.411300000000000,656846.265,6867498.759
48.906019999999998,2.419840000000000,657472.248,6867491.902
48.906010000000002,2.428380000000000,658098.241,6867486.224
48.900599999999997,2.231900000000000,643690.109,6867006.843
48.900599999999997,2.240440000000000,644316.163,6867000.787
48.900599999999997,2.248980000000000,644942.217,6866994.799
48.900590000000001,2.257520000000000,645568.261,6866987.766
48.900590000000001,2.266060000000000,646194.316,6866981.913
48.900579999999998,2.274600000000000,646820.362,6866975.016
48.900579999999998,2.283150000000000,647447.152,6866969.291
48.900570000000002,2.291690000000000,648073.199,6866962.529
48.900570000000002,2.300230000000000,648699.257,6866956.947
48.900559999999999,2.308770000000000,649325.306,6866950.321
48.900550000000003,2.317310000000000,649951.356,6866943.762
48.900539999999999,2.325860000000000,650578.140,6866937.265
48.900530000000003,2.334400000000000,651204.191,6866930.842
48.900520000000000,2.342940000000000,651830.243,6866924.486
48.900509999999997,2.351480000000000,652456.296,6866918.198
48.900500000000001,2.360020000000000,653082.350,6866911.978
48.900489999999998,2.368560000000000,653708.405,6866905.826
48.900480000000002,2.377110000000000,654335.193,6866899.736
48.900460000000002,2.385650000000000,654961.241,6866892.607
48.900449999999999,2.394190000000000,655587.298,6866886.658
48.900440000000003,2.402730000000000,656213.356,6866880.776
48.900419999999997,2.411270000000000,656839.406,6866873.850
48.900410000000001,2.419820000000000,657466.199,6866868.099
48.900390000000002,2.428360000000000,658092.251,6866861.309
48.894990000000000,2.231890000000000,643683.308,6866383.053
48.894990000000000,2.240430000000000,644309.429,6866376.996
48.894979999999997,2.248970000000000,644935.540,6866369.895
48.894979999999997,2.257510000000000,645561.662,6866363.973
48.894970000000001,2.266060000000000,646188.508,6866357.001
48.894970000000001,2.274600000000000,646814.631,6866351.215
48.894959999999998,2.283140000000000,647440.745,6866344.384
48.894959999999998,2.291680000000000,648066.870,6866338.734
48.894950000000001,2.300220000000000,648692.986,6866332.039
48.894939999999998,2.308760000000000,649319.102,6866325.412
48.894939999999998,2.317300000000000,649945.229,6866319.965
48.894930000000002,2.325840000000000,650571.348,6866313.473
48.894919999999999,2.334380000000000,651197.466,6866307.049
48.894910000000003,2.342920000000000,651823.586,6866300.693
48.894900000000000,2.351460000000000,652449.707,6866294.404
48.894889999999997,2.360010000000000,653076.561,6866288.178
48.894869999999997,2.368550000000000,653702.674,6866280.913
48.894860000000001,2.377090000000000,654328.797,6866274.827
48.894849999999998,2.385630000000000,654954.921,6866268.810
48.894840000000002,2.394170000000000,655581.046,6866262.860
48.894820000000003,2.402710000000000,656207.162,6866255.866
48.894810000000000,2.411250000000000,656833.289,6866250.051
48.894790000000000,2.419790000000000,657459.407,6866243.193
48.894779999999997,2.428330000000000,658085.535,6866237.514
48.889370000000000,2.231890000000000,643677.229,6865758.146
48.889370000000000,2.240430000000000,644303.417,6865752.089
48.889370000000000,2.248970000000000,644929.607,6865746.099
48.889360000000003,2.257510000000000,645555.786,6865739.065
48.889360000000003,2.266050000000000,646181.976,6865733.210
48.889350000000000,2.274590000000000,646808.157,6865726.312
48.889350000000000,2.283130000000000,647434.349,6865720.593
