TEBZ_1,TEBZ_2,TEBZ_3,TEBZ_4,TEBZ_5,TEB_Z_6,ZS,THT_1,THT_2,THT_3,THT_4,THT_5,THT_6,THT_7,THT_8,THT_9,THT_10,THT_11,THT_12,THT_13,THT_14,THT_15,THT_16,THT_17,THT_18,THT_19,THT_20,THT_21,THT_22,THT_23,THT_24,THT_25,THT_26,THT_27,THT_28,THT_29,THT_30,THT_31,THT_32,TEB_1,TEB_2,TEB_3,TEB_4,TEB_5,TEB_6,latitude,longitude
0.50000,2.00000,4.00000,8.16722,21.30143,41.23539,48.52925,296.36095,296.36095,296.72323,299.49352,303.56029,304.92064,305.71869,306.52449,306.87433,307.01160,307.29918,308.50218,309.16375,309.54726,310.22063,312.10087,315.71304,319.72356,322.92962,325.10113,327.05721,328.59011,330.32274,332.09562,333.74971,335.38749,337.48423,341.19071,348.27076,359.22160,371.21677,371.21677,298.30542,298.00400,297.85528,297.65144,297.14627,297.39481,48.89779,2.24898
0.50000,2.00000,4.00000,9.37167,23.71234,43.65036,45.16488,296.41643,296.41643,296.59760,299.28327,303.41802,304.95245,305.71969,306.50877,306.87183,307.00966,307.27436,308.44826,309.14068,309.54123,310.22107,312.09867,315.70829,319.71184,322.91198,325.12739,327.05503,328.57648,330.35101,332.09015,333.72237,335.37772,337.46715,341.18287,348.28943,359.19254,371.21138,371.21138,298.42894,298.09773,297.96085,297.74150,297.23494,297.47825,48.89779,2.25752
0.50000,2.00000,4.00000,9.57056,24.11324,44.05750,40.35517,296.27155,296.27155,296.41289,299.02199,303.25120,304.95953,305.71875,306.47389,306.87000,307.01336,307.24245,308.41238,309.12199,309.53782,310.22096,312.09047,315.69772,319.69957,322.88648,325.14623,327.05046,328.55163,330.35954,332.10747,333.70594,335.35873,337.45562,341.18263,348.29525,359.16877,371.20937,371.20937,298.30041,297.99107,297.85990,297.65352,297.13716,297.38011,48.89778,2.26606
0.50000,2.00000,4.00000,11.27750,27.52987,47.47961,36.79199,296.21632,296.21632,296.30225,298.84018,303.02690,304.96225,305.74520,306.45802,306.86902,307.02717,307.22217,308.39427,309.09884,309.53189,310.21925,312.08854,315.69045,319.69775,322.87160,325.14466,327.05399,328.54923,330.34388,332.12153,333.71629,335.35161,337.43754,341.16428,348.27609,359.16828,371.22159,371.22159,298.30587,298.01400,297.88658,297.65385,297.11625,297.36099,48.89778,2.27460
0.50000,2.00000,4.00000,10.99667,26.96983,46.92282,34.61677,296.21123,296.21123,296.25943,298.66726,302.83211,304.94570,305.77349,306.45216,306.87343,307.03411,307.20511,308.40893,309.08097,309.52602,310.22019,312.09004,315.67840,319.69613,322.86542,325.14013,327.06743,328.55903,330.31101,332.10179,333.73405,335.38048,337.43276,341.14664,348.24816,359.17130,371.24193,371.24193,298.51254,298.14704,297.99528,297.70688,297.13228,297.38496,48.89777,2.28314
0.50000,2.00000,4.00000,10.96667,26.90914,46.86077,35.52321,296.28562,296.28562,296.27228,298.65901,302.74617,304.93217,305.80317,306.46229,306.87751,307.04418,307.19929,308.43899,309.06568,309.52088,310.22024,312.08924,315.68422,319.71378,322.86010,325.13995,327.07915,328.59043,330.27068,332.08793,333.73735,335.39135,337.44369,341.14265,348.24232,359.16880,371.24715,371.24715,298.66056,298.27383,298.11150,297.80269,297.19834,297.45895,48.89776,2.29168
0.50000,2.00000,4.00000,7.57389,20.12367,40.07546,35.40782,296.30135,296.30135,296.27667,298.75668,302.59198,304.86866,305.81441,306.47334,306.87937,307.05618,307.20562,308.43657,309.05226,309.51531,310.22003,312.08672,315.68871,319.72948,322.85691,325.13119,327.08537,328.60774,330.24458,332.07743,333.72189,335.38135,337.43173,341.13627,348.27455,359.14374,371.24295,371.24295,298.41470,298.07931,297.92132,297.73686,297.21552,297.46427,48.89776,2.30022
0.50000,2.00000,4.00000,7.78583,20.54762,40.49952,35.31136,296.30263,296.30263,296.33875,299.01549,302.51041,304.82492,305.80905,306.47792,306.87884,307.07392,307.22086,308.43049,309.03858,309.51362,310.22035,312.08772,315.69579,319.73427,322.86913,325.12709,327.06901,328.62249,330.23474,332.09199,333.71533,335.37540,337.39907,341.10804,348.31018,359.13547,371.23758,371.23758,298.50133,298.15245,297.97994,297.76557,297.21741,297.47448,48.89775,2.30877
0.50000,2.00000,4.00000,8.43833,21.84941,41.79490,39.11556,296.28963,296.28963,296.40398,299.53410,302.49926,304.80861,305.79961,306.48000,306.87302,307.09118,307.26341,308.44831,309.04043,309.51625,310.22629,312.10277,315.72657,319.74888,322.88901,325.13499,327.06086,328.64489,330.24831,332.11736,333.72140,335.37536,337.39166,341.07542,348.31937,359.15837,371.22671,371.22671,298.33908,298.01110,297.87136,297.68249,297.16723,297.41635,48.89774,2.31731
0.50000,2.00000,4.00000,11.23250,27.43083,47.36248,47.87024,296.29612,296.29612,296.62256,300.06050,302.72950,304.93673,305.80248,306.51613,306.88239,307.09555,307.31278,308.50909,309.04998,309.52186,310.24598,312.14156,315.77292,319.78177,322.92461,325.14623,327.05123,328.67809,330.26351,332.14546,333.73741,335.37900,337.42754,341.06827,348.32883,359.18028,371.21547,371.21547,298.58751,298.16291,297.98704,297.66593,297.08816,297.34129,48.89773,2.32585
0.50000,2.00000,4.00000,10.67278,26.30606,46.22706,54.35698,296.29100,296.29100,296.81983,300.43524,302.80016,304.97664,305.82052,306.54363,306.90406,307.09493,307.32699,308.55836,309.07774,309.53481,310.26108,312.15157,315.80888,319.80838,322.95681,325.15281,327.04259,328.67095,330.28051,332.15652,333.75084,335.38329,337.44039,341.07273,348.33025,359.20051,371.20667,371.20667,298.51656,298.10952,297.93831,297.62330,297.01978,297.28183,48.89772,2.33439
0.50000,2.00000,4.00000,11.39750,27.75437,47.67312,55.31526,296.28793,296.28793,296.98550,300.47775,302.73860,304.90466,305.74743,306.54888,306.92310,307.09195,307.34099,308.55283,309.07592,309.53418,310.26088,312.14826,315.82122,319.83295,322.94583,325.19125,327.02965,328.65494,330.26998,332.14892,333.77186,335.39980,337.44322,341.04891,348.29093,359.24244,371.21112,371.21112,298.69329,298.21558,298.01695,297.64174,297.00744,297.27404,48.89771,2.34293
0.50000,2.00000,4.00000,7.82111,20.60724,40.53727,49.58555,296.25445,296.25445,296.98763,300.12074,302.68007,304.83204,305.70714,306.52072,306.92770,307.08708,307.33238,308.53400,309.06345,309.52973,310.25834,312.13566,315.81124,319.82229,322.94809,325.18142,327.02818,328.63407,330.25758,332.08503,333.75410,335.42308,337.45777,341.02997,348.22072,359.26251,371.23576,371.23576,298.29473,297.93753,297.77550,297.57442,297.02969,297.28448,48.89770,2.35147
0.50000,2.00000,4.00000,8.01917,21.00603,40.94144,46.86280,296.25462,296.25462,296.88069,300.07024,302.63983,304.81806,305.69994,306.51226,306.93133,307.08623,307.32799,308.54020,309.05708,309.52868,310.25955,312.12601,315.79821,319.83072,322.93134,325.15907,327.03710,328.60802,330.26385,332.04747,333.69911,335.42952,337.47917,341.03783,348.18121,359.26372,371.24537,371.24537,298.38712,297.98410,297.81601,297.60582,297.05629,297.31082,48.89769,2.36001
0.50000,2.00000,4.00000,11.35278,27.67249,47.60636,48.29529,296.19036,296.19036,296.92057,300.29118,302.68055,304.82880,305.70438,306.52156,306.93711,307.08757,307.31770,308.53731,309.05069,309.52902,310.26535,312.12911,315.80267,319.86997,322.89500,325.18185,327.05483,328.59104,330.26992,332.03184,333.66789,335.42408,337.50064,341.05904,348.14865,359.26787,371.26086,371.26086,298.22883,297.88989,297.74590,297.49785,296.97811,297.21615,48.89768,2.36856
0.50000,2.00000,4.00000,9.24833,23.46371,43.39780,48.05352,296.17280,296.17280,296.97079,300.42917,302.67821,304.73476,305.67856,306.52801,306.94509,307.08880,307.28351,308.51379,309.04139,309.52392,310.27346,312.13783,315.80453,319.90110,322.86097,325.22456,327.10575,328.58278,330.27258,332.01497,333.66087,335.40786,337.52310,341.07318,348.10219,359.27010,371.29552,371.29552,298.00528,297.75525,297.64341,297.46750,296.96273,297.20450,48.89767,2.37710
0.50000,2.00000,4.00000,10.76611,26.49851,46.43109,49.26196,296.17853,296.17853,296.97531,300.64013,302.73203,304.69003,305.63844,306.51212,306.94840,307.08801,307.27879,308.47784,309.04137,309.52015,310.28078,312.14317,315.81968,319.92527,322.83558,325.28288,327.09584,328.60743,330.29227,331.97433,333.65176,335.39641,337.53067,341.08821,348.07956,359.26928,371.32767,371.32767,298.18172,297.86878,297.73061,297.49645,296.95646,297.20311,48.89766,2.38564
0.50000,2.00000,4.00000,6.89750,18.76022,38.69067,50.79673,296.13318,296.13318,296.94228,300.83838,302.86731,304.67386,305.62353,306.50735,306.95390,307.08659,307.27525,308.41692,309.04266,309.51455,310.28749,312.14685,315.84507,319.94996,322.80661,325.27993,327.08145,328.65291,330.31890,331.95025,333.62609,335.37773,337.53224,341.10756,348.07740,359.26691,371.33835,371.33835,298.03425,297.69914,297.55440,297.41529,296.89589,297.14661,48.89764,2.39418
0.50000,2.00000,4.00000,7.53778,20.03960,39.96769,52.20952,296.15104,296.15104,296.89869,300.88166,302.99116,304.66717,305.60426,306.50777,306.95811,307.08747,307.30481,308.40045,309.05404,309.51310,310.29573,312.15504,315.86477,319.94900,322.81787,325.26167,327.10059,328.69624,330.34122,331.95045,333.59289,335.35814,337.52193,341.11415,348.08821,359.25644,371.34486,371.34486,298.22054,297.84463,297.66286,297.45002,296.90048,297.15573,48.89763,2.40272
0.50000,2.00000,4.00000,8.10583,21.17596,41.10456,51.56018,296.21416,296.21416,296.87577,300.71037,303.01996,304.67276,305.60085,306.52938,306.97182,307.09450,307.33349,308.40616,309.06506,309.50862,310.29664,312.16349,315.87104,319.93657,322.82828,325.24667,327.12089,328.72284,330.35203,331.97753,333.57932,335.34159,337.50534,341.11625,348.10362,359.24166,371.34543,371.34543,298.46568,298.01596,297.80909,297.53704,296.96970,297.22523,48.89761,2.41126
0.50000,2.00000,4.00000,9.08444,23.13155,43.05687,53.13006,296.32327,296.32327,296.93697,300.62439,303.02463,304.70775,305.61643,306.55148,306.98430,307.09716,307.37588,308.44107,309.09599,309.50741,310.29767,312.16888,315.89245,319.94283,322.83552,325.18007,327.16067,328.72252,330.36610,331.99131,333.57951,335.32459,337.49427,341.11864,348.12038,359.23768,371.34878,371.34878,298.57248,298.10320,297.91188,297.61578,297.06348,297.31511,48.89760,2.41980
0.50000,2.00000,4.00000,6.50000,10.00000,35.84850,55.22798,296.27984,296.27984,296.93269,300.72046,302.99512,304.72896,305.68181,306.56582,306.98791,307.09968,307.43336,308.49686,309.11572,309.50744,310.30366,312.18458,315.91505,319.95297,322.84412,325.14759,327.16851,328.72960,330.36226,331.99296,333.57924,335.31614,337.48398,341.11010,348.13243,359.24061,371.35128,371.35128,298.01542,297.70931,297.55761,297.42124,296.99990,297.31777,48.89758,2.42834
999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,67.12912,296.32074,296.32074,297.11747,300.88142,303.09610,304.76743,305.72083,306.58052,306.99388,307.09716,307.49083,308.55266,309.13544,309.50747,310.30964,312.20028,315.93766,319.96311,322.85271,325.11511,327.17635,328.73667,330.35889,331.99453,333.58486,335.32113,337.48338,341.10896,348.13757,359.24430,371.35280,371.35280,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,48.89757,2.43689
999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,50.11557,296.60912,296.60912,297.28359,300.37252,303.73949,304.77335,305.81419,306.56470,306.91664,307.04585,307.32064,308.50859,309.19532,309.54658,310.21626,312.13068,315.75249,319.71142,322.97567,325.09765,327.07446,328.59715,330.31649,332.10651,333.76117,335.40278,337.50139,341.24757,348.33526,359.23293,371.21856,371.21856,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,48.89218,2.22335
0.50000,2.00000,4.00000,18.87833,42.71416,62.62914,61.41707,296.60073,296.60073,297.06038,300.03117,303.69282,304.80845,305.81555,306.58137,306.91354,307.03655,307.32157,308.51067,309.19028,309.54865,310.22061,312.13352,315.75954,319.72009,322.98317,325.10494,327.06729,328.59736,330.31883,332.10937,333.76047,335.39896,337.49211,341.22306,348.32379,359.23092,371.22128,371.22128,299.00955,298.59085,298.42030,297.98992,297.26166,297.51667,48.89218,2.23189
0.50000,2.00000,4.00000,16.22500,37.41120,57.33359,56.37489,296.59235,296.59235,296.83716,299.68982,303.64614,304.84355,305.81691,306.59804,306.91045,307.02726,307.31927,308.50436,309.17000,309.54569,310.21444,312.11818,315.73869,319.71926,322.96622,325.10932,327.05066,328.59324,330.32117,332.11224,333.75977,335.39513,337.48282,341.19855,348.31232,359.22891,371.22399,371.22399,299.08220,298.66769,298.49119,298.06966,297.30219,297.57586,48.89218,2.24043
0.50000,2.00000,4.00000,14.84250,34.65133,54.58398,47.84029,296.54977,296.54977,296.68337,299.32097,303.46827,304.84604,305.72619,306.55765,306.89156,307.02276,307.29826,308.47336,309.15700,309.54195,310.20499,312.09641,315.71825,319.70408,322.93058,325.11927,327.05255,328.57851,330.32298,332.09795,333.75585,335.38750,337.47280,341.16894,348.29677,359.21446,371.22564,371.22564,298.99051,298.57134,298.39944,298.01364,297.34264,297.60135,48.89217,2.24897
0.50000,2.00000,4.00000,10.88875,26.75077,46.69730,38.42857,296.36439,296.36439,296.41085,298.83041,303.27465,304.84349,305.69693,306.52526,306.88500,307.01876,307.26375,308.41994,309.13083,309.53512,310.19403,312.08488,315.68265,319.68724,322.88769,325.13942,327.05337,328.55681,330.33105,332.09055,333.73130,335.37449,337.45729,341.16160,348.28854,359.18037,371.22615,371.22615,298.50135,298.16716,298.02881,297.78344,297.24901,297.49212,48.89217,2.25751
0.50000,2.00000,4.00000,10.02250,25.02103,44.97308,35.32532,296.28046,296.28046,296.31111,298.67372,303.14312,304.85977,305.67915,306.50578,306.88122,307.02104,307.24962,308.39631,309.12045,309.53605,310.19528,312.07788,315.66328,319.68477,322.87469,325.14944,327.05521,328.52822,330.33553,332.09989,333.71509,335.36313,337.45224,341.16570,348.29089,359.16024,371.22666,371.22666,298.07851,297.90301,297.82204,297.67392,297.19503,297.42800,48.89217,2.26605
0.50000,2.00000,4.00000,11.53000,28.03578,47.98734,35.65925,296.28780,296.28780,296.30003,298.64043,303.04885,304.88885,305.67269,306.48543,306.88197,307.03343,307.23361,308.39149,309.10746,309.53594,310.20151,312.08158,315.67185,319.69524,322.86755,325.14564,327.06167,328.52691,330.31129,332.11446,333.72285,335.36156,337.44658,341.15911,348.27666,359.16672,371.23910,371.23910,298.22013,298.00735,297.91324,297.71765,297.19897,297.43686,48.89216,2.27459
0.50000,2.00000,4.00000,10.38167,25.73811,45.68767,36.99497,296.37630,296.37630,296.29373,298.57560,302.98060,304.94062,305.70262,306.48196,306.89866,307.04031,307.21339,308.41338,309.09989,309.53581,310.20901,312.08451,315.68005,319.71420,322.87364,325.13036,327.06988,328.54144,330.27877,332.09204,333.73409,335.39096,337.44411,341.14301,348.25613,359.18144,371.24843,371.24843,298.74649,298.36250,298.19906,297.89745,297.27497,297.54269,48.89216,2.28313
0.50000,2.00000,4.00000,11.32125,27.61605,47.56315,38.75714,296.38618,296.38618,296.31349,298.58008,302.88158,304.97609,305.72666,306.48519,306.91272,307.05286,307.21031,308.45036,309.09028,309.53346,310.21244,312.09019,315.69421,319.72543,322.88562,325.12954,327.06289,328.57068,330.25537,332.06621,333.72649,335.40008,337.45305,341.13720,348.25133,359.18618,371.24537,371.24537,298.88703,298.51528,298.35286,298.03869,297.26819,297.57323,48.89215,2.29167
0.50000,2.00000,4.00000,14.10083,33.17477,53.12097,39.09756,296.33629,296.33629,296.37381,298.52771,302.80965,304.98230,305.77414,306.48981,306.91797,307.06571,307.22219,308.44895,309.07996,309.53079,310.21496,312.08963,315.70469,319.73448,322.89092,325.12582,327.05534,328.59755,330.23718,332.05726,333.71648,335.38669,337.44627,341.12788,348.27745,359.16714,371.24167,371.24167,298.61553,298.23708,298.07816,297.77302,297.21458,297.45348,48.89214,2.30021
0.50000,2.00000,4.00000,8.88125,22.73488,42.67964,39.51380,296.38559,296.38559,296.59851,298.68272,302.78240,304.97920,305.81604,306.49357,306.91867,307.08674,307.25544,308.44967,309.05342,309.52417,310.21834,312.09389,315.71436,319.73849,322.90771,325.12261,327.04242,328.61717,330.23271,332.07809,333.71978,335.38074,337.41917,341.10867,348.31294,359.15625,371.23365,371.23365,298.29202,298.01034,297.88578,297.72606,297.25903,297.48950,48.89214,2.30875
0.50000,2.00000,4.00000,9.15583,23.27958,43.21542,44.59756,296.57192,296.57192,296.87565,299.09850,302.93404,304.95777,305.83848,306.49036,306.90639,307.10329,307.30110,308.46384,309.04739,309.52460,310.22323,312.10824,315.74065,319.76941,322.91924,325.13035,327.03837,328.63296,330.24137,332.10581,333.73765,335.39977,337.41161,341.08027,348.32846,359.17665,371.22452,371.22452,299.15149,298.69732,298.49061,298.16049,297.39558,297.71062,48.89213,2.31729
0.50000,2.00000,4.00000,12.52125,30.00076,49.91727,56.98929,296.60794,296.60794,297.13785,299.99991,303.17877,304.99523,305.90455,306.52409,306.90527,307.11104,307.33581,308.51363,309.05333,309.52920,310.24685,312.14994,315.82251,319.79878,322.95890,325.16463,327.03390,328.65100,330.24382,332.12825,333.75283,335.40848,337.44798,341.07328,348.34802,359.20726,371.21114,371.21114,299.21249,298.76093,298.56164,298.16140,297.31103,297.63255,48.89212,2.32584
0.50000,2.00000,4.00000,12.11833,29.18615,49.08511,70.14058,296.59901,296.59901,297.37905,300.79660,303.34480,305.04119,305.96205,306.55825,306.91858,307.10955,307.36643,308.56219,309.07380,309.54153,310.26903,312.21731,315.86603,319.84919,322.99072,325.19448,327.03068,328.65057,330.25074,332.14563,333.76195,335.41206,337.47788,341.08578,348.35474,359.24320,371.20263,371.20263,299.02602,298.58198,298.38736,298.00049,297.17442,297.49131,48.89211,2.33438
0.50000,2.00000,4.00000,12.85750,30.66103,50.55309,74.36315,296.52834,296.52834,297.52417,300.96292,303.36452,304.96709,305.97610,306.57121,306.93968,307.09810,307.43148,308.58532,309.09306,309.55093,310.28901,312.21352,315.89985,319.87870,322.98710,325.23198,327.02038,328.63762,330.24689,332.11631,333.77765,335.42205,337.49968,341.08693,348.30769,359.28270,371.21521,371.21521,299.19465,298.67054,298.44300,297.98170,297.06213,297.39552,48.89210,2.34292
0.50000,2.00000,4.00000,9.71833,24.39235,44.30373,61.30308,296.42004,296.42004,297.11323,300.33374,302.97625,304.77395,305.86000,306.56744,306.94516,307.08817,307.40874,308.57117,309.08884,309.54725,310.28345,312.18558,315.86624,319.84218,322.97628,325.20953,327.02067,328.61710,330.23124,332.06171,333.73956,335.42424,337.50539,341.05871,348.22646,359.28984,371.24592,371.24592,298.86353,298.40902,298.21416,297.87019,297.08146,297.39582,48.89209,2.35146
0.50000,2.00000,4.00000,10.25125,25.46522,45.39065,54.00357,296.32323,296.32323,296.93326,300.10002,302.87948,304.69861,305.80289,306.51811,306.94741,307.08773,307.37150,308.56358,309.08208,309.54231,310.27050,312.15077,315.82562,319.84229,322.94174,325.20511,327.04950,328.60145,330.23598,332.02949,333.69233,335.41306,337.51533,341.05439,348.18004,359.28619,371.26161,371.26161,298.72847,298.26423,298.06941,297.71429,297.05573,297.35645,48.89208,2.36000
0.50000,2.00000,4.00000,7.84167,20.64756,40.57601,52.53506,296.23520,296.23520,296.88294,300.09920,302.94681,304.73726,305.79799,306.50862,306.94684,307.08776,307.33421,308.55778,309.07792,309.54468,310.27281,312.15217,315.82375,319.87437,322.87734,325.20511,327.10948,328.59180,330.24852,332.02062,333.65689,335.40744,337.52775,341.08606,348.13482,359.27840,371.28454,371.28454,298.42338,298.02245,297.81724,297.55496,296.98196,297.24262,48.89207,2.36854
0.50000,2.00000,4.00000,11.58500,28.13288,48.05865,54.07792,296.24253,296.24253,296.80732,300.29886,302.96207,304.78092,305.80622,306.50818,306.95480,307.08824,307.30074,308.53783,309.05862,309.55238,310.28081,312.16279,315.82730,319.92610,322.84546,325.23539,327.13909,328.62028,330.26638,332.00572,333.64701,335.40147,337.54155,341.10560,348.11039,359.27165,371.31799,371.31799,298.68548,298.24297,298.05215,297.67108,296.97455,297.25694,48.89205,2.37708
0.50000,2.00000,4.00000,8.80250,22.56673,42.49019,55.29399,296.21426,296.21426,296.83769,300.47687,302.95337,304.83727,305.77443,306.49887,306.95718,307.08360,307.29474,308.50377,309.05640,309.55204,310.29829,312.17043,315.84865,319.94952,322.82214,325.29733,327.12349,328.64184,330.28993,331.97320,333.63520,335.38756,337.54385,341.11328,348.09516,359.27239,371.33717,371.33717,298.18192,297.88106,297.74127,297.51728,296.93457,297.19877,48.89204,2.38562
0.50000,2.00000,4.00000,9.43125,23.82278,43.74335,56.95893,296.27231,296.27231,296.86098,300.72626,302.97861,304.84896,305.73070,306.48906,306.96342,307.08273,307.29942,308.46301,309.05798,309.55192,310.30638,312.17103,315.86103,319.97456,322.81738,325.28522,327.10382,328.66527,330.33041,331.95111,333.62269,335.36959,337.53120,341.13271,348.09368,359.26960,371.34854,371.34854,297.90559,297.64921,297.53668,297.40113,296.97714,297.19155,48.89203,2.39416
0.50000,2.00000,4.00000,8.06333,21.08501,41.00170,59.76575,296.37820,296.37820,296.85921,300.93558,303.01908,304.84547,305.70581,306.48502,306.97170,307.08585,307.35661,308.45472,309.06936,309.55260,310.31181,312.17690,315.88484,319.98571,322.81716,325.23559,327.10757,328.70386,330.35984,331.96854,333.60837,335.34889,337.52022,341.13815,348.11391,359.25933,371.35285,371.35285,298.29368,297.97095,297.80723,297.58399,297.05565,297.31036,48.89201,2.40270
0.50000,2.00000,4.00000,9.58625,24.12760,44.03779,61.85601,296.37743,296.37743,296.93368,301.06155,303.12338,304.83106,305.69751,306.51511,306.98417,307.09115,307.39587,308.45694,309.08644,309.54560,310.31136,312.18555,315.90194,319.99711,322.83701,325.20075,327.11893,328.72540,330.37579,331.99197,333.59555,335.33750,337.50580,341.15071,348.12875,359.25348,371.35444,371.35444,298.47969,298.07103,297.90158,297.60968,297.03347,297.28889,48.89200,2.41124
0.50000,2.00000,4.00000,7.72333,20.39198,40.28261,69.36843,296.33645,296.33645,297.20727,301.37725,303.31296,304.91197,305.77406,306.54339,306.99877,307.09656,307.44657,308.48168,309.11598,309.53603,310.31470,312.21343,315.95486,320.00453,322.87735,325.16048,327.13860,328.72381,330.38329,332.01024,333.59427,335.32666,337.49482,341.15432,348.16118,359.25627,371.35838,371.35838,298.08722,297.78651,297.63489,297.44298,296.91951,297.16847,48.89198,2.41978
0.50000,2.00000,4.00000,6.50000,10.00000,36.21304,75.11042,296.30354,296.30354,297.43345,301.66228,303.42782,304.94791,305.82449,306.59037,307.01069,307.09978,307.48340,308.53354,309.13442,309.53053,310.32220,312.23836,315.98821,320.02091,322.90390,325.13665,327.14412,328.73036,330.38594,332.01423,333.60086,335.32277,337.48888,341.14839,348.17476,359.26867,371.36081,371.36081,297.82213,297.57859,297.43385,297.29097,296.83054,297.16938,48.89197,2.42832
999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,79.03632,296.36766,296.36766,297.59670,301.71248,303.48119,304.97405,305.85380,306.61187,307.01689,307.09922,307.52023,308.58541,309.15286,309.52504,310.32970,312.26329,316.02156,320.03729,322.93046,325.11281,327.14965,328.73691,330.37982,332.01382,333.60315,335.32625,337.48888,341.14450,348.17807,359.26980,371.36164,371.36164,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,48.89195,2.43686
999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,53.81351,296.92931,296.92931,297.78001,300.82178,303.85122,304.78904,305.88557,306.57358,306.93397,307.05734,307.34245,308.49556,309.20112,309.53862,310.20983,312.16391,315.77199,319.70728,322.98939,325.13002,327.07623,328.59332,330.31208,332.11201,333.77136,335.41085,337.50044,341.24414,348.38445,359.24698,371.23203,371.23203,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,48.88657,2.22335
0.50000,2.00000,4.00000,11.28833,27.53149,47.44113,66.24223,296.81604,296.81604,297.28877,300.07907,303.65019,304.76815,305.85975,306.56033,306.92621,307.04766,307.34284,308.49067,309.19419,309.53827,310.21391,312.17129,315.77971,319.71602,322.99587,325.14173,327.07037,328.59319,330.30135,332.11308,333.76833,335.40602,337.48627,341.20506,348.35128,359.23101,371.23466,371.23466,298.59948,298.27172,298.13837,297.91671,297.43043,297.65941,48.88657,2.23189
0.50000,2.00000,4.00000,11.21083,27.38445,47.31001,50.25060,296.70277,296.70277,296.79752,299.33636,303.44915,304.74725,305.83392,306.54708,306.91845,307.03798,307.30073,308.45043,309.15072,309.53081,310.19677,312.13481,315.72730,319.66819,322.95942,325.12976,327.03752,328.57068,330.29061,332.11414,333.76530,335.40120,337.47210,341.16598,348.31810,359.21505,371.23729,371.23729,298.87142,298.48901,298.33399,298.03899,297.47238,297.72159,48.88656,2.24043
0.50000,2.00000,4.00000,12.20444,29.38047,49.32362,40.32110,296.50788,296.50788,296.57263,298.96732,303.27073,304.71616,305.78872,306.52042,306.89886,307.04013,307.27788,308.42702,309.12667,309.51719,310.18750,312.09243,315.68384,319.66809,322.91308,325.13179,327.03933,328.56067,330.29508,332.08440,333.75617,335.39066,337.46887,341.15197,348.29822,359.19678,371.23981,371.23981,298.67289,298.33390,298.19433,297.91837,297.37378,297.61501,48.88656,2.24897
0.50000,2.00000,4.00000,12.77000,30.51451,50.46353,37.59613,296.39403,296.39403,296.36065,298.75093,303.23266,304.76321,305.78821,306.51818,306.89126,307.04275,307.24990,308.39259,309.10921,309.51805,310.18133,312.07718,315.66408,319.68645,322.87387,325.14307,327.05063,328.54354,330.31144,332.07252,333.73523,335.38390,337.46790,341.15764,348.29603,359.17692,371.24044,371.24044,299.00271,298.55097,298.36602,297.99233,297.28664,297.56534,48.88656,2.25751
0.50000,2.00000,4.00000,10.96111,26.89540,46.84174,39.36558,296.34256,296.34256,296.32960,298.73821,303.29584,304.78198,305.78863,306.52310,306.88693,307.05543,307.25205,308.38964,309.10956,309.52419,310.18250,312.08014,315.66839,319.70924,322.87230,325.14757,327.06352,328.51302,330.30424,332.09159,333.72332,335.37381,337.46931,341.16329,348.30058,359.16966,371.24095,371.24095,298.47193,298.20855,298.09395,297.86754,297.21794,297.49195,48.88655,2.26604
0.50000,2.00000,4.00000,10.36333,25.69912,45.64402,40.29702,296.34563,296.34563,296.36181,298.73558,303.30265,304.79901,305.73642,306.52603,306.88808,307.05983,307.24545,308.39499,309.10492,309.53084,310.18324,312.08487,315.68552,319.71694,322.87959,325.14365,327.06991,328.50833,330.27687,332.09998,333.72906,335.37230,337.46945,341.15365,348.28450,359.18091,371.24438,371.24438,298.11005,297.94960,297.87212,297.71344,297.21196,297.44981,48.88655,2.27458
0.50000,2.00000,4.00000,11.57722,28.12668,48.07116,40.56052,296.46188,296.46188,296.42363,298.62051,303.30878,304.83771,305.71124,306.52727,306.90410,307.05998,307.24913,308.42257,309.09856,309.53401,310.18851,312.09003,315.69787,319.71602,322.89325,325.12796,327.06550,328.52618,330.24834,332.07353,333.73532,335.39426,337.46745,341.13580,348.26758,359.19535,371.25074,371.25074,298.67323,298.36352,298.23106,297.96892,297.32566,297.59649,48.88654,2.28312
0.50000,2.00000,4.00000,12.18333,29.33730,49.27858,42.68065,296.50183,296.50183,296.64264,298.59273,303.28700,304.89446,305.70834,306.53349,306.91902,307.06129,307.27256,308.46996,309.09914,309.53516,310.19649,312.09863,315.71708,319.72410,322.91823,325.12922,327.04819,328.56327,330.24016,332.05456,333.72255,335.40193,337.47260,341.13304,348.26567,359.19871,371.24586,371.24586,298.98584,298.55718,298.37752,298.02721,297.34483,297.62319,48.88653,2.29166
