latitude,longitude,X,Y
48.914639999999999,2.227630000000000,643392.354,6868571.073
48.914639999999999,2.236180000000000,644018.971,6868564.977
48.914639999999999,2.244720000000000,644644.856,6868558.956
48.914630000000002,2.253260000000000,645270.731,6868551.892
48.914630000000002,2.261810000000000,645897.350,6868545.999
48.914619999999999,2.270350000000000,646523.226,6868539.070
48.914619999999999,2.278900000000000,647149.847,6868533.313
48.914610000000003,2.287440000000000,647775.725,6868526.519
48.914610000000003,2.295980000000000,648401.614,6868520.905
48.914600000000000,2.304530000000000,649028.227,6868514.240
48.914589999999997,2.313070000000000,649654.107,6868507.649
48.914580000000001,2.321620000000000,650280.722,6868501.120
48.914569999999998,2.330160000000000,650906.604,6868494.664
48.914569999999998,2.338710000000000,651533.229,6868489.382
48.914560000000002,2.347250000000000,652159.113,6868483.063
48.914540000000002,2.355790000000000,652784.988,6868475.698
48.914529999999999,2.364340000000000,653411.607,6868469.508
48.914520000000003,2.372880000000000,654037.493,6868463.391
48.914510000000000,2.381430000000000,654664.113,6868457.336
48.914499999999997,2.389970000000000,655290.001,6868451.355
48.914479999999998,2.398510000000000,655915.881,6868444.329
48.914470000000001,2.407060000000000,656542.503,6868438.478
48.914450000000002,2.415600000000000,657168.385,6868431.588
48.914439999999999,2.424150000000000,657795.009,6868425.872
48.909030000000001,2.227630000000000,643386.252,6867947.267
48.909019999999998,2.236170000000000,644012.193,6867940.066
48.909019999999998,2.244720000000000,644638.878,6867934.038
48.909019999999998,2.253260000000000,645264.831,6867928.084
48.909010000000002,2.261800000000000,645890.775,6867921.086
48.909010000000002,2.270340000000000,646516.729,6867915.268
48.908999999999999,2.278890000000000,647143.407,6867908.399
48.908999999999999,2.287430000000000,647769.363,6867902.716
48.908990000000003,2.295970000000000,648395.309,6867895.989
48.908980000000000,2.304520000000000,649021.990,6867889.323
48.908980000000000,2.313060000000000,649647.947,6867883.844
48.908969999999997,2.321600000000000,650273.896,6867877.320
48.908960000000000,2.330150000000000,650900.579,6867870.858
48.908949999999997,2.338690000000000,651526.529,6867864.469
48.908940000000001,2.347230000000000,652152.481,6867858.149
48.908929999999998,2.355780000000000,652779.166,6867851.890
48.908920000000002,2.364320000000000,653405.119,6867845.705
48.908909999999999,2.372860000000000,654031.072,6867839.587
48.908890000000000,2.381410000000000,654657.751,6867832.420
48.908880000000003,2.389950000000000,655283.707,6867826.438
48.908870000000000,2.398490000000000,655909.663,6867820.523
48.908850000000001,2.407040000000000,656536.344,6867813.559
48.908839999999998,2.415580000000000,657162.302,6867807.780
48.908819999999999,2.424120000000000,657788.252,6867800.957
48.903410000000001,2.227630000000000,643380.139,6867322.353
48.903410000000001,2.236170000000000,644006.159,6867316.263
48.903410000000001,2.244710000000000,644632.178,6867310.241
48.903399999999998,2.253250000000000,645258.188,6867303.175
48.903399999999998,2.261800000000000,645884.943,6867297.281
48.903390000000002,2.270340000000000,646510.954,6867290.351
48.903390000000002,2.278880000000000,647136.977,6867284.599
48.903379999999999,2.287420000000000,647762.990,6867277.804
48.903379999999999,2.295960000000000,648389.014,6867272.188
48.903370000000002,2.304510000000000,649015.762,6867265.522
48.903359999999999,2.313050000000000,649641.778,6867258.930
48.903350000000003,2.321590000000000,650267.794,6867252.405
48.903340000000000,2.330130000000000,650893.811,6867245.949
48.903340000000000,2.338680000000000,651520.572,6867240.665
48.903320000000001,2.347220000000000,652146.581,6867233.232
48.903309999999998,2.355760000000000,652772.601,6867226.978
48.903300000000002,2.364300000000000,653398.622,6867220.793
48.903289999999998,2.372840000000000,654024.643,6867214.674
48.903280000000002,2.381390000000000,654651.398,6867208.618
48.903269999999999,2.389930000000000,655277.421,6867202.636
48.903250000000000,2.398470000000000,655903.436,6867195.609
48.903239999999997,2.407010000000000,656529.460,6867189.761
48.903219999999997,2.415560000000000,657156.211,6867182.864
48.903210000000001,2.424100000000000,657782.237,6867177.153
48.897799999999997,2.227620000000000,643373.304,6866698.561
48.897790000000001,2.236160000000000,643999.380,6866691.359
48.897790000000001,2.244710000000000,644626.201,6866685.329
48.897790000000001,2.253250000000000,645252.289,6866679.374
48.897779999999997,2.261790000000000,645878.367,6866672.375
48.897779999999997,2.270330000000000,646504.457,6866666.555
48.897770000000001,2.278870000000000,647130.537,6866659.691
48.897770000000001,2.287410000000000,647756.627,6866654.007
48.897759999999998,2.295950000000000,648382.709,6866647.279
48.897750000000002,2.304500000000000,649009.525,6866640.612
48.897750000000002,2.313040000000000,649635.617,6866635.131
48.897739999999999,2.321580000000000,650261.701,6866628.606
48.897730000000003,2.330120000000000,650887.786,6866622.148
48.897720000000000,2.338660000000000,651513.872,6866615.759
48.897709999999996,2.347200000000000,652139.958,6866609.437
48.897700000000000,2.355740000000000,652766.045,6866603.182
48.897689999999997,2.364280000000000,653392.133,6866596.996
48.897680000000001,2.372830000000000,654018.955,6866590.871
48.897660000000002,2.381370000000000,654645.036,6866583.708
48.897649999999999,2.389910000000000,655271.126,6866577.725
48.897640000000003,2.398450000000000,655897.217,6866571.809
48.897620000000003,2.406990000000000,656523.301,6866564.849
48.897610000000000,2.415530000000000,657149.394,6866559.069
48.897590000000001,2.424070000000000,657775.479,6866552.244
48.892180000000003,2.227620000000000,643367.192,6866073.653
48.892180000000003,2.236160000000000,643993.346,6866067.562
48.892180000000003,2.244700000000000,644619.501,6866061.539
48.892170000000000,2.253240000000000,645245.646,6866054.471
48.892170000000000,2.261780000000000,645871.802,6866048.583
48.892159999999997,2.270320000000000,646497.949,6866041.651
48.892159999999997,2.278860000000000,647124.106,6866035.898
